artist_name,concert_name,city,venue,show_time,price_text,sale_status,source_type,source_url,collected_at
曹禺经典话剧 -年度经典大戏【常州站】,[常州]曹禺经典话剧《雷雨》-年度经典大戏【常州站】,常州,14:30 常州工人文化宫剧场,2026.09.27 周日,,待定,爬虫采集,https://www.piaoniu.com/activity/780538,2026-08-31
老舍经典话剧 -年度京味儿大戏【常州站】,[常州]老舍经典话剧《茶馆》-年度京味儿大戏【常州站】,常州,19:30 常州工人文化宫剧场,2026.12.11 周五,,待定,爬虫采集,https://www.piaoniu.com/activity/780531,2026-08-31
三十而立·岁月流金 德云社成立三十周年系列演出之岳云鹏·孙越相声,[常州]三十而立·岁月流金2026德云社成立三十周年系列演出之岳云鹏·孙越相声专场-常州站,常州,19:00 新龙湖演艺中心,2026.10.17 周六,,待定,爬虫采集,https://www.piaoniu.com/activity/784060,2026-08-31
,[常州]【早鸟6折】维也纳皇家爱乐乐团新年音乐会,常州,19:30 常州大剧院大剧场,2026.12.30 周三,,待定,爬虫采集,https://www.piaoniu.com/activity/782486,2026-08-31
喜力&reg;星银&reg;·第十三届太湖湾,[常州]喜力&reg;星银&reg;·第十三届太湖湾音乐节,常州,,2026.10.01-10.04 常州嬉戏谷,,预售中,爬虫采集,https://www.piaoniu.com/activity/784226,2026-08-31
张杰 未,[徐州][代拍费]张杰2026未·LIVE&mdash;「开往1982」世界巡回演唱会,徐州,,时间待定 场馆待定,,预售中,爬虫采集,https://www.piaoniu.com/activity/764386,2026-08-31
源野计划,[呼和浩特]2026源野计划,呼和浩特,大黑河军事文化乐园,2026.09.25 -,,预售中,爬虫采集,https://www.piaoniu.com/activity/784730,2026-08-31
风华爵代----Show Time爵士大乐队,[西安]风华爵代----Show Time爵士大乐队专场音乐会,西安,西安浐灞保利大剧院,2026.09.19 19:30,,预售中,爬虫采集,https://www.piaoniu.com/activity/782303,2026-08-31
郁乐队 - 惊恐症,[南昌]郁乐队2026-2027惊恐症巡演-南昌站,南昌,南昌 黑铁LIVEHOUSE,2026.11.08 20:00,,预售中,爬虫采集,https://www.piaoniu.com/activity/784463,2026-08-31
歌剧美影系列&mdash;神奇的木管家族--交响乐队中的多巴胺,[上海]歌剧美影系列&mdash;神奇的木管家族--交响乐队中的多巴胺,上海,美琪大戏院,2026.09.24 19:00,,待定,爬虫采集,https://www.piaoniu.com/activity/784299,2026-08-31
上交室内乐1·上交弦乐队演绎尼尔森、伯恩斯坦与巴托克丨上海交响乐团音乐季,[上海]上交室内乐1·上交弦乐队演绎尼尔森、伯恩斯坦与巴托克丨上海交响乐团音乐季,上海,捷豹上海交响音乐厅-演艺厅,2026.10.15 19:15,,待定,爬虫采集,https://www.piaoniu.com/activity/782798,2026-08-31
破界交响 乐无边界 德国古典电子跨界乐队交响狂徒上海,[上海]破界交响 乐无边界 德国古典电子跨界乐队交响狂徒上海2026音乐会,上海,东方艺术中心-音乐厅,2026.10.02 19:30,,待定,爬虫采集,https://www.piaoniu.com/activity/781874,2026-08-31
h3R3刘清云 &quot;回响&quot;,[重庆]h3R3刘清云2026&quot;回响&quot;巡演,重庆,寅派动力,2026.09.06 19:30,,预售中,爬虫采集,https://www.piaoniu.com/activity/783290,2026-08-31
刘旸教主单口喜剧,[扬州]刘旸教主单口喜剧专场《身心俱疲》 | Standby出品 @扬州,扬州,19:30 扬州运河大剧院 歌剧厅,2026.09.19 周六,,待定,爬虫采集,https://www.piaoniu.com/activity/782988,2026-08-31
刘旸教主单口喜剧,[长沙]刘旸教主单口喜剧专场《身心俱疲》 | Standby 出品 @长沙,长沙,,2026.09.25-09.26 长沙梅溪湖国际文化艺术中心大剧院,,待定,爬虫采集,https://www.piaoniu.com/activity/783471,2026-08-31
刘旸教主单口喜剧,[张家港]刘旸教主单口喜剧专场《身心俱疲》 | Standby出品 @张家港,张家港,19:30 张家港保利大剧院,2026.09.17 周四,,待定,爬虫采集,https://www.piaoniu.com/activity/782605,2026-08-31
乌镇戏剧节爆火独角戏 林溪儿作品,[西安]乌镇戏剧节爆火独角戏 林溪儿作品《我和刘红梅在车站》,西安,,2026.09.05-09.06 开元大剧院-小剧场,,预售中,爬虫采集,https://www.piaoniu.com/activity/777059,2026-08-31
,[苏州]【剧在周市·惠民专场】《诗义之界&mdash;&mdash;刘子钰钢琴独奏音乐会》,苏州,19:30 昆山周市文化艺术中心,2026.09.13 周日,,待定,爬虫采集,https://www.piaoniu.com/activity/780162,2026-08-31
琴弦上的肖邦与舒伯特一-大提琴&钢琴二重奏,[西安]琴弦上的肖邦与舒伯特一-大提琴&钢琴二重奏音乐会,西安,西安浐灞保利大剧院,2026.09.04 19:30,,预售中,爬虫采集,https://www.piaoniu.com/activity/779649,2026-08-31
大师公益系列 阿姆斯特丹美泉宫室内乐团,[上海]大师公益系列 阿姆斯特丹美泉宫室内乐团音乐会：巨匠之外&mdash;&mdash;贝多芬、舒伯特及挚友们,上海,凯迪拉克·上海音乐厅-大厅,2026.09.19 19:30,,待定,爬虫采集,https://www.piaoniu.com/activity/781019,2026-08-31
弦上音诗-罗伯特.卡巴拉小提琴独奏,[成都]弦上音诗-罗伯特.卡巴拉小提琴独奏音乐会,成都,19:30 成都城市音乐厅-音乐厅,2026.11.14 周六,,待定,爬虫采集,https://www.piaoniu.com/activity/781554,2026-08-31
钱塘 · 听见世界 | 琴弦上的肖邦与舒伯特&mdash;&mdash;大提琴&,[杭州]钱塘 · 听见世界 | 琴弦上的肖邦与舒伯特&mdash;&mdash;大提琴&钢琴二重奏音乐会,杭州,19:30 杭州金沙湖大剧院-半场·演艺新空间,2026.09.02 周三,,待定,爬虫采集,https://www.piaoniu.com/activity/779158,2026-08-31
罗伯特&bull;威尔逊与杜塞尔多夫剧院,[上海]罗伯特&bull;威尔逊与杜塞尔多夫剧院《大白鲸》,上海,,2026.10.23-10.25 上海西岸大剧院-大剧场,,待定,爬虫采集,https://www.piaoniu.com/activity/781659,2026-08-31
王健与约兰·索舍尔大提琴、吉他二重奏,[上海]王健与约兰·索舍尔大提琴、吉他二重奏音乐会,上海,东方艺术中心-音乐厅,2026.09.26 19:30,,待定,爬虫采集,https://www.piaoniu.com/activity/781121,2026-08-31
洛朗·班 个人巡回,[南京]洛朗·班2026 「Thousand Layers of Love」个人巡回音乐会南京站,南京,19:30 江苏大剧院-综艺厅,2026.09.12 周六,,待定,爬虫采集,https://www.piaoniu.com/activity/782462,2026-08-31
重演股份出品制作 洛朗·班 个人巡回,[上海]重演股份出品制作 洛朗·班2026「Thousand Layers of Love」个人巡回音乐会-上海站,上海,,2026.09.05-09.06 上海西岸大剧院-大剧场,,待定,爬虫采集,https://www.piaoniu.com/activity/780778,2026-08-31
百老汇喜剧 The Lifespan of a Fact,[上海]百老汇喜剧《事实的有效期》The Lifespan of a Fact,上海,上海话剧艺术中心-戏剧沙龙,2026.12.04 -,,待定,爬虫采集,https://www.piaoniu.com/activity/779594,2026-08-31
姑苏繁花园 | 江南实景 NPC 互动游园 | 沉浸式古风实景演出 | 汉服妆造,[苏州]姑苏繁花园 | 江南实景 NPC 互动游园 | 沉浸式古风实景演出 | 汉服妆造体验,苏州,姑苏繁花园,2026.12.31 21:00,,待定,爬虫采集,https://www.piaoniu.com/activity/783817,2026-08-31
,【深圳】王学圻、周鸣晗倾情演出国际合作戏剧《爸爸的床》,,,2026.09.05-09.06 深圳万象天地剧场,,待定,爬虫采集,https://www.piaoniu.com/activity/784392,2026-08-31
三十而立 岁月流金 德云社成立三十周年系列演出之 张鹤伦·郎鹤炎相声,[保定]三十而立 岁月流金 2026德云社成立三十周年系列演出之 张鹤伦·郎鹤炎相声专场演出-保定站,保定,保定关汉卿大剧院,2026.09.05 19:30,,预售中,爬虫采集,https://www.piaoniu.com/activity/783086,2026-08-31
中国国家话剧院演出 话剧,[北京]中国国家话剧院演出 话剧《蓟州疑云》,北京,,2026.09.24-09.27 国家话剧院-剧场,,预售中,爬虫采集,https://www.piaoniu.com/activity/784519,2026-08-31
